2026-06-18 21:23:49,708 | INFO    | __main__ | Comandos: !barril, !cura, !drop, !formiga, !voa
2026-06-18 21:24:08,673 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:10,228 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:10,229 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:10,233 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:18,600 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:18,600 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:18,604 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:21,005 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:21,005 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:21,010 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:24,391 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:24,391 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:24,395 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:27,533 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:27,534 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:27,538 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:30,062 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:30,063 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:30,067 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:33,341 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:33,341 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:33,346 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:36,668 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:36,668 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:36,672 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:39,132 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:39,133 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:39,136 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:42,391 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:42,392 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:42,396 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:46,635 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:46,635 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:46,639 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:49,145 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:49,146 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:49,150 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:51,641 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:51,641 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:51,645 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:54,906 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:54,906 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:54,912 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:56,590 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:56,591 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:56,594 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:24:59,899 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:24:59,900 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:24:59,904 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:01,618 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:01,618 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:01,623 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:04,169 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:04,169 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:04,173 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:06,720 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:06,720 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:06,723 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:10,066 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:10,066 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:10,070 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:13,434 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:13,434 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:13,438 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:15,917 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:15,917 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:15,922 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:19,352 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:19,352 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:19,355 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:22,616 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:22,616 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:22,620 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:25,877 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:25,877 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:25,881 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:28,394 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:28,395 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:28,399 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:29,996 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:29,996 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:30,001 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:30,851 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:30,852 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:31,512 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:31,587 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:31,587 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:33,031 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:33,171 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:33,171 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:34,551 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:34,822 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:34,822 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:35,680 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:35,680 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=2)
2026-06-18 21:25:36,070 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:37,345 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:37,345 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=2)
2026-06-18 21:25:37,588 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:39,025 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:39,025 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=2)
2026-06-18 21:25:39,108 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:40,626 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:40,693 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:40,693 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:41,523 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:41,524 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=2)
2026-06-18 21:25:42,146 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:43,664 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:44,100 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:44,100 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:44,881 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:44,881 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=2)
2026-06-18 21:25:45,183 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:46,702 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:47,428 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:47,428 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:48,221 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:49,978 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:49,978 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:49,983 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:25:52,444 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:25:52,444 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:25:52,448 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:12,355 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:12,355 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:12,359 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:13,209 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:13,210 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:13,874 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:17,407 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:17,408 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:17,412 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:19,056 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:19,056 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:19,061 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:22,366 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:22,367 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:22,371 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:26,569 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:26,569 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:26,573 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:29,109 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:29,109 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:29,114 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:36,627 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:36,628 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:36,630 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:39,082 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:39,082 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:39,085 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:40,689 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:40,689 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:40,693 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:42,329 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:42,329 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:42,334 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:44,068 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:44,069 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:44,073 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:45,693 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:45,693 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:45,697 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:46,565 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:46,565 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:47,214 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:48,218 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:48,218 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:48,733 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:50,682 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:50,683 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:50,687 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:52,265 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:52,267 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:52,271 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:53,890 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:53,890 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:53,894 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:56,400 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:56,401 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:56,404 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:26:58,866 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:26:58,866 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:26:58,870 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:27:00,519 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:27:00,519 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:27:00,523 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:27:02,891 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:27:02,891 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:27:02,896 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:27:06,212 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:27:06,212 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:27:06,217 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:27:07,161 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Rose' de carlbgs (diamantes=1, streakable=True, streaking=True)
2026-06-18 21:27:07,914 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:27:07,914 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:27:07,919 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:27:10,517 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Rose' de carlbgs (diamantes=1, streakable=True, streaking=False)
2026-06-18 21:27:10,528 | INFO    | src.tiktok_listener | Presente executavel: Rose de carlbgs
2026-06-18 21:27:10,528 | INFO    | src.command_queue | Enfileirado: Rose por carlbgs (fila=1)
2026-06-18 21:27:10,532 | INFO    | src.command_queue | Executado: Rose por carlbgs
2026-06-18 21:27:39,221 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:27:39,222 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:27:39,225 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:27:40,933 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:27:40,933 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:27:40,934 | INFO    | src.tiktok_listener | META NUCLEAR batida (1000 likes) por Dada -> bomba nuclear
2026-06-18 21:27:40,935 | INFO    | src.command_queue | Enfileirado: __nuclear__ por Dada (fila=1)
2026-06-18 21:27:40,937 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:27:42,456 | INFO    | src.command_queue | Executado: __nuclear__ por Dada
2026-06-18 21:27:47,672 | INFO    | src.tiktok_listener | Meta de likes batida por carlbgs -> zumbi
2026-06-18 21:27:47,672 | INFO    | src.command_queue | Enfileirado: __likes__ por carlbgs (fila=1)
2026-06-18 21:27:47,676 | INFO    | src.command_queue | Executado: __likes__ por carlbgs
2026-06-18 21:28:06,688 | INFO    | src.tiktok_listener | Meta de likes batida por carlbgs -> zumbi
2026-06-18 21:28:06,689 | INFO    | src.command_queue | Enfileirado: __likes__ por carlbgs (fila=1)
2026-06-18 21:28:06,693 | INFO    | src.command_queue | Executado: __likes__ por carlbgs
2026-06-18 21:28:09,255 | INFO    | src.tiktok_listener | Meta de likes batida por carlbgs -> zumbi
2026-06-18 21:28:09,255 | INFO    | src.command_queue | Enfileirado: __likes__ por carlbgs (fila=1)
2026-06-18 21:28:09,263 | INFO    | src.command_queue | Executado: __likes__ por carlbgs
2026-06-18 21:28:10,839 | INFO    | src.tiktok_listener | Meta de likes batida por carlbgs -> zumbi
2026-06-18 21:28:10,840 | INFO    | src.command_queue | Enfileirado: __likes__ por carlbgs (fila=1)
2026-06-18 21:28:10,849 | INFO    | src.command_queue | Executado: __likes__ por carlbgs
2026-06-18 21:28:23,180 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:28:23,180 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:28:23,194 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:28:24,015 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:28:24,015 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:28:24,708 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:28:25,677 | INFO    | src.tiktok_listener | Meta de likes batida por Dada -> zumbi
2026-06-18 21:28:25,677 | INFO    | src.command_queue | Enfileirado: __likes__ por Dada (fila=1)
2026-06-18 21:28:26,228 | INFO    | src.command_queue | Executado: __likes__ por Dada
2026-06-18 21:29:21,262 | INFO    | src.command_queue | Enfileirado: !cura por carlbgs (fila=1)
2026-06-18 21:29:21,415 | INFO    | src.command_queue | Executado: !cura por carlbgs
2026-06-18 21:30:57,777 | INFO    | src.command_queue | Enfileirado: !formiga por carlbgs (fila=1)
2026-06-18 21:30:57,930 | INFO    | src.command_queue | Executado: !formiga por carlbgs
2026-06-18 21:31:24,773 | INFO    | src.command_queue | Enfileirado: !barril por carlbgs (fila=1)
2026-06-18 21:31:24,926 | INFO    | src.command_queue | Executado: !barril por carlbgs
2026-06-18 21:33:09,124 | INFO    | src.command_queue | Enfileirado: !drop por carlbgs (fila=1)
2026-06-18 21:33:09,278 | INFO    | src.command_queue | Executado: !drop por carlbgs
2026-06-18 21:33:49,135 | INFO    | src.panel_server | Overlay desconectado (3 ativos)
2026-06-18 21:33:49,135 | INFO    | src.panel_server | Overlay desconectado (2 ativos)
2026-06-18 21:33:49,135 | INFO    | src.panel_server | Overlay desconectado (1 ativos)
2026-06-18 21:33:49,136 | INFO    | src.panel_server | Overlay desconectado (0 ativos)
2026-06-18 21:33:49,473 | INFO    | __main__ | Encerrado pelo usuario (Ctrl+C)
2026-06-18 21:33:51,120 | INFO    | __main__ | Comandos: !barril, !cura, !drop, !formiga, !voa
2026-06-18 21:33:51,121 | INFO    | __main__ | Presentes executaveis: gamepad, gg, ice cream cone, pop, rose, tiktok
2026-06-18 21:33:51,121 | INFO    | __main__ | Acao de meta de likes: configurada (Python)
2026-06-18 21:33:51,121 | INFO    | __main__ | Acao de seguir: configurada (Python)
2026-06-18 21:33:51,121 | INFO    | __main__ | Acao de entrar na live: desligada (JOIN_ENABLED)
2026-06-18 21:33:51,121 | INFO    | __main__ | Meta NUCLEAR: 1000 likes
