2026-06-14 01:36:43,572 | INFO    | __main__ | Comandos: !barril, !cura, !drop
2026-06-14 01:41:33,058 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:41:33,058 | INFO    | src.tiktok_listener | Simulacao rodando (tick 100)
2026-06-14 01:41:35,237 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-14 01:41:35,238 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-14 01:41:35,254 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-14 01:41:40,958 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-14 01:41:44,282 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-14 01:41:44,283 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:41:54,138 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-14 01:41:54,138 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-14 01:41:54,140 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-14 01:42:07,784 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-14 01:42:07,784 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-14 01:42:07,786 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-14 01:42:30,691 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-14 01:42:30,691 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-14 01:42:30,700 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-14 01:42:32,562 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-14 01:42:32,562 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-14 01:42:32,563 | INFO    | src.tiktok_listener | Simulacao rodando (tick 120)
2026-06-14 01:42:32,564 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-14 01:42:36,086 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-14 01:42:36,086 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-14 01:42:36,090 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-14 01:42:41,573 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-14 01:42:41,574 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:42:46,723 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@pedrocaos)
2026-06-14 01:42:53,017 | INFO    | src.command_queue | Enfileirado: !cura por @joao_zoeira (fila=1)
2026-06-14 01:42:53,170 | INFO    | src.command_queue | Executado: !cura por @joao_zoeira
2026-06-14 01:42:58,659 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-14 01:42:58,660 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-14 01:42:58,670 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-14 01:43:01,527 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@joao_zoeira)
2026-06-14 01:43:07,318 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-14 01:43:07,319 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:43:19,457 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@pedrocaos)
2026-06-14 01:43:22,482 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-14 01:43:22,635 | INFO    | src.command_queue | Executado: !barril por @ana.gamer
2026-06-14 01:43:29,810 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-14 01:43:32,880 | INFO    | src.command_queue | Enfileirado: !drop por @ana.gamer (fila=1)
2026-06-14 01:43:32,881 | INFO    | src.tiktok_listener | Simulacao rodando (tick 140)
2026-06-14 01:43:33,032 | INFO    | src.command_queue | Executado: !drop por @ana.gamer
2026-06-14 01:43:36,520 | INFO    | src.cooldown | Descartado por cooldown de usuario: !cura (user=@joao_zoeira)
2026-06-14 01:43:45,013 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-14 01:43:45,013 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-14 01:43:45,016 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-14 01:43:48,748 | INFO    | src.command_queue | Enfileirado: !cura por @ana.gamer (fila=1)
2026-06-14 01:43:48,900 | INFO    | src.command_queue | Executado: !cura por @ana.gamer
2026-06-14 01:43:51,243 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-14 01:43:51,396 | INFO    | src.command_queue | Executado: !barril por @ana.gamer
2026-06-14 01:43:57,348 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@joao_zoeira)
2026-06-14 01:43:59,332 | INFO    | src.command_queue | Enfileirado: !drop por @lua_fps (fila=1)
2026-06-14 01:43:59,484 | INFO    | src.command_queue | Executado: !drop por @lua_fps
2026-06-14 01:44:02,646 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-14 01:44:02,646 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-14 01:44:02,649 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-14 01:44:05,311 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@ana.gamer)
2026-06-14 01:44:10,759 | INFO    | src.command_queue | Enfileirado: !drop por @joao_zoeira (fila=1)
2026-06-14 01:44:10,911 | INFO    | src.command_queue | Executado: !drop por @joao_zoeira
2026-06-14 01:44:13,331 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-14 01:44:13,331 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-14 01:44:13,335 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-14 01:44:16,477 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-14 01:44:16,629 | INFO    | src.command_queue | Executado: !barril por @lua_fps
2026-06-14 01:44:19,903 | INFO    | src.command_queue | Enfileirado: !cura por @joao_zoeira (fila=1)
2026-06-14 01:44:20,055 | INFO    | src.command_queue | Executado: !cura por @joao_zoeira
2026-06-14 01:44:23,886 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-14 01:44:26,645 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-14 01:44:26,645 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-14 01:44:26,658 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-14 01:44:28,613 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-14 01:44:28,615 | INFO    | src.tiktok_listener | Simulacao rodando (tick 160)
2026-06-14 01:44:28,767 | INFO    | src.command_queue | Executado: !barril por @pedrocaos
2026-06-14 01:44:31,744 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@pedrocaos)
2026-06-14 01:44:39,176 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-14 01:44:39,176 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-14 01:44:39,179 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-14 01:44:41,981 | INFO    | src.command_queue | Enfileirado: !drop por @pedrocaos (fila=1)
2026-06-14 01:44:42,134 | INFO    | src.command_queue | Executado: !drop por @pedrocaos
2026-06-14 01:44:50,442 | INFO    | src.cooldown | Descartado por cooldown global: !drop (user=@ana.gamer)
2026-06-14 01:44:54,317 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-14 01:44:54,317 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-14 01:44:54,320 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-14 01:44:56,595 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-14 01:44:56,595 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-14 01:44:56,598 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-14 01:45:00,980 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-14 01:45:01,133 | INFO    | src.command_queue | Executado: !barril por @joao_zoeira
2026-06-14 01:45:02,670 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-14 01:45:09,167 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@joao_zoeira)
2026-06-14 01:45:14,623 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-14 01:45:14,775 | INFO    | src.command_queue | Executado: !barril por @pedrocaos
2026-06-14 01:45:22,326 | INFO    | src.tiktok_listener | Meta de likes batida por @lua_fps -> zumbi
2026-06-14 01:45:22,327 | INFO    | src.command_queue | Enfileirado: __likes__ por @lua_fps (fila=1)
2026-06-14 01:45:22,339 | INFO    | src.command_queue | Executado: __likes__ por @lua_fps
2026-06-14 01:45:24,713 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@pedrocaos)
2026-06-14 01:45:24,713 | INFO    | src.tiktok_listener | Simulacao rodando (tick 180)
2026-06-14 01:45:39,093 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-14 01:45:39,093 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-14 01:45:39,095 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-14 01:45:45,398 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-14 01:45:45,550 | INFO    | src.command_queue | Executado: !barril por @joao_zoeira
2026-06-14 01:45:52,502 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-14 01:46:01,941 | INFO    | src.command_queue | Enfileirado: !drop por @pedrocaos (fila=1)
2026-06-14 01:46:02,093 | INFO    | src.command_queue | Executado: !drop por @pedrocaos
2026-06-14 01:46:07,800 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-14 01:46:07,800 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-14 01:46:07,804 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-14 01:46:13,845 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-14 01:46:13,997 | INFO    | src.command_queue | Executado: !barril por @joao_zoeira
2026-06-14 01:46:19,611 | INFO    | src.command_queue | Enfileirado: !cura por @lua_fps (fila=1)
2026-06-14 01:46:19,612 | INFO    | src.tiktok_listener | Simulacao rodando (tick 200)
2026-06-14 01:46:19,764 | INFO    | src.command_queue | Executado: !cura por @lua_fps
2026-06-14 01:46:29,760 | INFO    | src.tiktok_listener | Meta de likes batida por @ana.gamer -> zumbi
2026-06-14 01:46:29,760 | INFO    | src.command_queue | Enfileirado: __likes__ por @ana.gamer (fila=1)
2026-06-14 01:46:29,764 | INFO    | src.command_queue | Executado: __likes__ por @ana.gamer
2026-06-14 01:46:33,721 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-14 01:46:33,722 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-14 01:46:33,724 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-14 01:46:35,750 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@ana.gamer)
2026-06-14 01:46:38,230 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-14 01:46:38,231 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-14 01:46:38,235 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-14 01:46:42,229 | INFO    | src.command_queue | Enfileirado: !cura por @ana.gamer (fila=1)
2026-06-14 01:46:42,382 | INFO    | src.command_queue | Executado: !cura por @ana.gamer
2026-06-14 01:46:44,182 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@lua_fps)
2026-06-14 01:46:47,154 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-14 01:46:47,306 | INFO    | src.command_queue | Executado: !barril por @lua_fps
2026-06-14 01:46:52,057 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-14 01:46:54,982 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-14 01:47:00,960 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-14 01:47:01,112 | INFO    | src.command_queue | Executado: !barril por @ana.gamer
2026-06-14 01:47:04,832 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@pedrocaos)
2026-06-14 01:47:10,885 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-14 01:47:11,038 | INFO    | src.command_queue | Executado: !barril por @pedrocaos
2026-06-14 01:47:17,268 | INFO    | src.tiktok_listener | Simulacao rodando (tick 220)
2026-06-14 01:47:19,436 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-14 01:47:19,437 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-14 01:47:19,441 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-14 01:47:23,617 | INFO    | src.command_queue | Enfileirado: !drop por @joao_zoeira (fila=1)
2026-06-14 01:47:23,770 | INFO    | src.command_queue | Executado: !drop por @joao_zoeira
2026-06-14 01:47:27,273 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-14 01:47:27,273 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-14 01:47:27,287 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-14 01:47:30,028 | INFO    | src.cooldown | Descartado por cooldown global: !drop (user=@lua_fps)
2026-06-14 01:47:34,024 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@pedrocaos)
2026-06-14 01:47:40,760 | INFO    | src.tiktok_listener | Meta de likes batida por @lua_fps -> zumbi
2026-06-14 01:47:40,760 | INFO    | src.command_queue | Enfileirado: __likes__ por @lua_fps (fila=1)
2026-06-14 01:47:40,777 | INFO    | src.command_queue | Executado: __likes__ por @lua_fps
